trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
42,False,"{'a': 0.5, 'e': 0.6570468198150569}",20,0,-152.60034468907253,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
43,False,"{'a': 0.5, 'e': 0.6505090947233165}",20,14,-1.816002587164597,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
44,False,"{'a': 0.5, 'e': 0.6440364210831414}",25,0,-60.22320398174092,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
45,False,"{'a': 0.5, 'e': 0.6376281516217732}",20,3,-54.06863150809403,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 0}",1
46,False,"{'a': 0.5, 'e': 0.631283645506926}",25,2,16.737374773187867,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.6250022682827008}",25,0,-57.86509777400292,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
48,False,"{'a': 0.5, 'e': 0.6187833918061408}",20,0,-80.84247825051176,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.6126263941844161}",30,8,-19.341785518344796,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
50,False,"{'a': 0.5, 'e': 0.6065306597126334}",20,0,-66.34493922706523,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.6004955788122659}",30,0,-28.07238665362329,"{0: 22, 1: 6, 2: 1, 3: 1, 4: 0}",0
52,False,"{'a': 0.5, 'e': 0.5945205479701943}",20,0,-172.27953616407348,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 4}",1
53,False,"{'a': 0.5, 'e': 0.5886049696783552}",30,0,-100.00209883548881,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
54,False,"{'a': 0.5, 'e': 0.5827482523739896}",25,0,-47.82227602364461,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.5769498103804866}",20,15,2.622607774460846,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.5712090638488149}",20,8,-13.982775419439138,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
57,False,"{'a': 0.5, 'e': 0.5655254386995371}",20,0,5.569859997955202,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
58,False,"{'a': 0.5, 'e': 0.559898366565402}",25,0,-3.5122330011326754,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.554327284734507}",20,5,-42.52681836709531,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 1}",1
60,False,"{'a': 0.5, 'e': 0.5488116360940265}",25,11,-15.765675940396301,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.5433508690744998}",25,13,8.763830439003076,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
62,False,"{'a': 0.5, 'e': 0.5379444375946745}",30,0,-46.60049732378625,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
63,False,"{'a': 0.5, 'e': 0.5325918010068972}",25,0,-15.810325353196305,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
64,False,"{'a': 0.5, 'e': 0.5272924240430485}",20,0,-35.1587898130318,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
65,False,"{'a': 0.5, 'e': 0.522045776761016}",25,18,-0.9391033364238508,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.5168513344916992}",25,0,-95.69550997674432,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.5117085777865424}",20,8,-2.7054098534438076,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.5066169923655895}",30,5,-23.273753538247384,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
69,False,"{'a': 0.5, 'e': 0.5015760690660555}",25,0,-41.36767620195004,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.49658530379140947}",25,3,16.806499338431976,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
71,False,"{'a': 0.5, 'e': 0.4916441974609651}",25,10,-6.217121588870184,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
72,False,"{'a': 0.5, 'e': 0.4867522559599717}",30,0,-90.71408342140518,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.4819089900902025}",25,1,-7.476394853592733,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
74,False,"{'a': 0.5, 'e': 0.47711391552103444}",20,3,14.813788148056755,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.4723665527410147}",20,4,14.003727042807784,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.4676664270099093}",20,12,-7.439081231199755,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.463013068311228}",25,0,9.963801270647274,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.45840601130522357}",20,9,-21.268622571608596,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
79,False,"{'a': 0.5, 'e': 0.4538447952823558}",30,0,-35.38321567204712,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.44932896411722156}",20,0,-34.28701802112154,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.44485806622294105}",20,7,-2.24142962408981,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.4404316545059992}",30,0,-76.32688149852952,"{0: 24, 1: 0, 2: 3, 3: 2, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.43604928632153556}",20,14,3.1688176460270068,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.5, 'e': 0.43171052342907973}",25,0,4.707030626337547,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.4274149319487267}",25,5,-24.61274262763037,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
86,False,"{'a': 0.5, 'e': 0.4231620823177489}",20,12,14.039917195979012,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.418951549247639}",20,0,-19.03237765131194,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.4147829116815814}",25,0,-108.83002386760316,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
89,False,"{'a': 0.5, 'e': 0.4106557527523455}",30,20,-19.868412330551443,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.40656965974059905}",20,0,-62.1120387662785,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
91,False,"{'a': 0.5, 'e': 0.40252422403363597}",20,0,13.246762279485218,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.39851904108451414}",25,4,19.800929191901307,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.3945537103716011}",20,11,-3.8889275680586746,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.3906278353585211}",20,8,-10.346071680489795,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
95,False,"{'a': 0.5, 'e': 0.3867410234545012}",20,0,-27.886497424811992,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.382892885975112}",20,0,-162.2187819211183,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 4}",0
97,False,"{'a': 0.5, 'e': 0.37908303810339883}",20,10,15.220805249309286,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.37531109885139957}",20,10,3.629602952828801,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.3715766910220457}",20,4,-15.88055648340599,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36787944117144233}",20,0,-3.861634434692437,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.3642189795715233}",20,5,0.9966054756214116,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.3605949401730783}",30,0,-11.359996392245574,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.3570069605691474}",25,14,12.16218685757391,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.3534546819587801}",25,19,11.838448636306268,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.3499377491111553}",20,0,-0.5186907242538519,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.3464558103300574}",20,6,-13.341845658402686,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34300851741870664}",25,0,1.2212839872334218,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.3395955256449391}",20,2,-3.3650246931070247,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.3362164937067333}",25,0,6.7446809286921905,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.3328710836980795}",20,12,-43.1339918298773,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
111,False,"{'a': 0.5, 'e': 0.32955896107518906}",20,14,8.716266611995287,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.32627979462303947}",25,15,-33.670793880435625,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.3230332564222529}",20,8,12.722342618371956,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.31981902181630384}",20,7,11.18965057365542,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.31663676937905316}",35,14,-16.49335816992556,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
116,False,"{'a': 0.5, 'e': 0.3134861808826053}",20,6,-65.06419214882139,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 1}",1
117,False,"{'a': 0.5, 'e': 0.31036694126548503}",20,2,9.506849830603528,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.30727873860113125}",20,7,-37.890836166590056,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
119,False,"{'a': 0.5, 'e': 0.3042212640667041}",25,14,-3.6348063567404783,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.30119421191220214}",20,0,-30.971930061991134,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.2981972794298874}",20,14,8.84875597577271,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.2952301669240142}",20,6,24.63215054579873,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.2922925776808594}",20,0,-39.136865546198486,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.28938421793905067}",35,21,-20.810062237692364,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
125,False,"{'a': 0.5, 'e': 0.2865047968601901}",20,2,23.951220531167632,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.28365402649977034}",25,11,1.6257492350860647,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.2808316217783798}",25,0,-45.09516098762575,"{0: 19, 1: 1, 2: 3, 3: 2, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.27803730045319414}",20,3,10.720727776702258,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.27527078308975234}",20,16,6.16591727738688,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.2725317930340126}",30,0,-11.34618989586252,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.2698200563846868}",25,3,-27.087166757350396,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
132,False,"{'a': 0.5, 'e': 0.26713530196585034}",30,22,-23.609525522156602,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
133,False,"{'a': 0.5, 'e': 0.26447726129982396}",20,6,-8.704294558014652,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.261845668580326}",20,0,-62.65596007916737,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.2592402606458915}",25,12,-41.48586353031897,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.2566607769535559}",25,7,-10.316438345612347,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
137,False,"{'a': 0.5, 'e': 0.25410695955280027}",25,2,28.44430734764636,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.25157855305975646}",25,6,-41.94726575519641,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.2490753046316682}",25,17,13.618304162884066,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24659696394160643}",20,13,5.446594641336981,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2441432831534371}",20,8,-28.189132699470985,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.24171401689703648}",20,10,15.795489838904345,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23930892224375452}",30,11,15.993508128520533,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.2369277586821218}",20,6,-25.409492795332476,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.23457028809379768}",30,9,8.928834924958956,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.2322362747297588}",25,17,4.493451770951368,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22992548518672382}",20,11,14.744533122546425,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.2276376883838127}",20,0,-19.387949279025644,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
149,False,"{'a': 0.5, 'e': 0.22537265553943875}",30,14,-37.38722297202622,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.22313016014842985}",25,11,15.981236511602722,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2209099779593782}",25,7,-25.684544452541136,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
152,False,"{'a': 0.5, 'e': 0.21871188695221477}",35,17,16.61217261278771,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.21653566731600704}",20,3,32.72636464367444,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.5, 'e': 0.21438110142697797}",25,0,33.5550931447212,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.21224797382674304}",25,15,-5.101969009141999,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.21013607120076472}",25,13,-21.35007574551358,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.20804518235702046}",25,0,-6.540822322817186,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.20597509820488344}",20,10,18.845000546694674,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.20392561173421342}",20,6,15.881020820322725,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.2018965179946554}",20,6,16.751309612650605,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.1998876140751445}",25,9,12.617660246197453,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 0.19789869908361465}",30,9,40.314224700384905,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19592957412690934}",20,10,6.630876718695123,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19398004229089186}",35,17,11.206082421114305,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19204990862075408}",25,2,-11.444481495020616,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",1
166,False,"{'a': 0.5, 'e': 0.1901389801015205}",20,14,11.034504639316237,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 0.18824706563874677}",25,8,19.410405684195098,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.18637397603940997}",20,14,12.467930187193723,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18451952399298926}",20,14,-1.4730867872568207,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18268352405273464}",20,11,10.739488327543807,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.18086579261712207}",30,10,1.1930748593712102,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17906614791149322}",30,12,-10.335811144345215,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.17728440996987782}",25,11,7.160926076194868,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.1755204006169969}",20,0,27.31051650027752,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.1737739434504451}",20,1,19.094364191089998,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.1720448638230505}",20,14,9.406751106040204,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.17033298882540943}",30,8,42.64494596381546,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
